MyUnknownColumn,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
3600,37.0,Male,PhD,Director of HR,11.0,115000.0,Australia,White
4714,26.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,45000.0,Australia,Australian
1320,55.0,Male,PhD,Software Engineer Manager,17.0,190000.0,Canada,White
1865,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,Australia,White
2345,41.0,Female,PhD,Director of Data Science,16.0,200000.0,China,Korean
2451,32.0,Male,Bachelor's Degree,Software Engineer Manager,9.0,104661.0,Canada,Asian
2138,44.0,Female,PhD,Senior Project Engineer,16.0,190000.0,USA,African American
1067,24.0,Male,Bachelor's,Data Analyst,2.0,95000.0,USA,White
6648,42.0,Male,Bachelor's Degree,Content Marketing Manager,13.0,130000.0,Canada,Asian
4230,37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0,Canada,Black
2623,43.0,Male,Bachelor's Degree,Senior Software Engineer,20.0,154281.0,USA,White
77,32.0,Male,Master's,Senior Software Engineer,6.0,100000.0,USA,African American
2900,36.0,Male,Bachelor's Degree,Front end Developer,12.0,137878.0,China,Chinese
4823,30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0,China,White
1316,32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,China,Chinese
5840,27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0,China,Chinese
874,31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,Australia,White
3853,26.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Australia,White
5472,38.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,UK,White
6406,35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0,Canada,Black
2967,28.0,Female,Bachelor's Degree,Senior Project Engineer,3.0,70397.0,USA,Asian
3394,27.0,Female,Bachelor's Degree,Junior HR Coordinator,2.0,50000.0,Australia,Australian
5419,29.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,UK,Welsh
2562,24.0,Male,PhD,Software Engineer Manager,1.0,106132.0,Australia,Asian
6560,36.0,Male,Bachelor's Degree,Sales Director,6.0,75000.0,USA,Asian
2637,24.0,Female,Bachelor's Degree,Back end Developer,1.0,61095.0,Australia,Asian
5260,33.0,Male,PhD,Research Scientist,10.0,150000.0,Australia,White
3533,25.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,Canada,White
377,26.0,Male,Master's,Product Manager,2.0,120000.0,China,White
1910,27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0,Australia,White
4432,45.0,Male,Master's Degree,Marketing Manager,20.0,204000.0,China,Korean
5789,28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0,Australia,Asian
5849,39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0,UK,Welsh
4030,36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,UK,Asian
1606,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,UK,Asian
1120,32.0,Female,Bachelor's,Data Scientist,9.0,185000.0,China,Chinese
3680,39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,UK,Welsh
3493,42.0,Female,Master's Degree,Director of HR,12.0,120000.0,Australia,Asian
6515,32.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0,China,Chinese
2960,30.0,Female,Master's Degree,Senior Project Engineer,5.0,100867.0,Australia,Australian
1996,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,USA,African American
6643,49.0,Female,PhD,Director of Marketing,20.0,200000.0,Canada,Black
5814,25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0,UK,Asian
2378,53.0,Other,High School,Senior Project Engineer,31.0,166109.0,Canada,White
1344,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,USA,Hispanic
322,39.0,Female,Bachelor's,Senior Project Manager,12.0,130000.0,Canada,White
1621,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0,China,Korean
3716,29.0,Female,High School,Junior Sales Associate,1.0,30000.0,Australia,Australian
6126,30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0,China,White
2062,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,Canada,Asian
2221,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,UK,Welsh
1675,26.0,Female,Master's Degree,Front end Developer,1.0,55000.0,UK,Mixed
262,46.0,Male,PhD,Senior Data Scientist,18.0,160000.0,China,Chinese
5905,24.0,Male,High School,Delivery Driver,0.0,28000.0,Australia,Australian
2041,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,UK,Asian
4788,32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0,China,Korean
903,30.0,Female,PhD,Data Scientist,7.0,185000.0,Canada,Asian
3747,44.0,Male,PhD,Data Scientist,16.0,160000.0,Australia,Australian
2028,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,USA,White
4237,43.0,Male,PhD,Data Scientist,16.0,162000.0,USA,Asian
1919,30.0,Female,Master's Degree,Front end Developer,5.0,105000.0,UK,White
1830,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,USA,African American
1575,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0,UK,Welsh
4418,27.0,Female,Bachelor's Degree,Software Developer,3.0,61000.0,China,Korean
4752,29.0,Female,Bachelor's Degree,Junior Marketing Manager,3.0,55000.0,Australia,Australian
5870,25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0,Australia,White
4657,31.0,Male,Bachelor's Degree,Junior Marketing Manager,5.0,70000.0,USA,White
4211,30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,China,White
4630,42.0,Male,PhD,Director of HR,14.0,130000.0,Australia,Australian
225,40.0,Female,Bachelor's,Senior Marketing Manager,11.0,105000.0,UK,White
725,30.0,Female,PhD,Data Scientist,7.0,185000.0,Canada,Asian
6002,32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0,Australia,Australian
1143,29.0,Male,Bachelor's,Data Analyst,7.0,130000.0,Australia,Asian
5533,25.0,Male,Bachelor's Degree,Product Manager,1.0,55000.0,China,Korean
5558,33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0,China,Korean
6352,33.0,Female,PhD,Financial Manager,6.0,75000.0,China,Chinese
2764,32.0,Male,Master's Degree,Product Manager,7.0,110000.0,USA,African American
848,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,China,Chinese
4292,28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,USA,Asian
5564,28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0,USA,Asian
5045,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,Canada,Black
2553,31.0,Male,Bachelor's Degree,Back end Developer,8.0,100052.0,Australia,Australian
2930,38.0,Male,Master's Degree,Full Stack Engineer,15.0,171652.0,Australia,Asian
117,48.0,Male,PhD,Principal Engineer,20.0,170000.0,USA,Hispanic
647,34.0,Female,Master's,Product Manager,12.0,196000.0,UK,Welsh
3,36.0,Female,Bachelor's,Sales Associate,7.0,60000.0,USA,Hispanic
4173,30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,USA,African American
469,28.0,Male,Master's,Product Manager,3.0,130000.0,UK,Mixed
5,29.0,Male,Bachelor's,Marketing Analyst,2.0,55000.0,USA,Hispanic
5346,38.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,China,Korean
921,27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,UK,Welsh
2597,45.0,Male,Master's Degree,Senior Software Engineer,22.0,181902.0,China,Korean
4327,31.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,UK,Asian
1065,32.0,Male,Bachelor's,Software Engineer,8.0,180000.0,USA,Asian
2592,52.0,Male,PhD,Software Engineer Manager,26.0,185462.0,Canada,Black
243,46.0,Male,PhD,Senior Data Analyst,19.0,150000.0,UK,Asian
5822,26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0,China,Korean
1162,27.0,Female,Bachelor's,Data Analyst,5.0,125000.0,China,Korean
2872,42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0,UK,White
3738,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,UK,White
2399,35.0,Female,Master's Degree,Full Stack Engineer,10.0,152039.0,USA,Asian
3520,32.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,China,Korean
3424,40.0,Male,PhD,Director of HR,13.0,135000.0,Canada,Black
2565,38.0,Male,Master's Degree,Full Stack Engineer,15.0,170995.0,China,Korean
5626,26.0,Female,Bachelor's Degree,Graphic Designer,1.0,45000.0,Australia,Australian
1607,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0,Canada,Black
6461,45.0,Female,Master's Degree,Director of Marketing,16.0,160000.0,USA,African American
2326,37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,Australia,White
2711,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,Canada,Asian
5876,37.0,Male,Master's Degree,Marketing Director,14.0,190000.0,USA,Hispanic
1314,32.0,Female,Master's Degree,Full Stack Engineer,6.0,130000.0,China,Korean
3451,26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Canada,Asian
3815,30.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,UK,Mixed
6226,24.0,Female,High School,Receptionist,0.0,25000.0,Australia,White
2364,24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,China,Korean
1977,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,China,White
3517,34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,Australia,Australian
1763,29.0,Female,Master's Degree,Back end Developer,3.0,90000.0,USA,Hispanic
5405,32.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0,Australia,Asian
2741,26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,Canada,White
5641,26.0,Male,Bachelor's Degree,Product Designer,1.0,50000.0,USA,White
6234,36.0,Female,PhD,Research Scientist,13.0,185000.0,USA,Asian
2474,34.0,Female,Master's Degree,Full Stack Engineer,10.0,163398.0,China,Chinese
4010,33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0,Australia,Asian
4721,27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,50000.0,Australia,Asian
1495,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,China,Chinese
4209,23.0,Male,High School,Junior Sales Associate,1.0,26000.0,UK,Welsh
2160,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,Australia,Australian
1171,30.0,Female,Bachelor's,Software Engineer,8.0,180000.0,UK,Asian
6043,34.0,Male,PhD,Research Director,12.0,170000.0,Canada,Black
233,35.0,Male,Bachelor's,Senior Operations Analyst,8.0,85000.0,Canada,White
66,46.0,Male,Bachelor's,IT Manager,19.0,120000.0,Australia,Australian
1605,31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,Canada,Asian
3286,23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,Australia,Australian
3599,25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,Canada,White
4635,33.0,Male,Master's Degree,Senior Data Scientist,8.0,120000.0,China,Korean
125,26.0,Male,Bachelor's,Junior Accountant,2.0,40000.0,UK,White
5354,26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,Australia,Australian
1298,54.0,Male,PhD,Software Engineer Manager,18.0,195000.0,Canada,Black
1978,27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0,Australia,White
6044,28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,65000.0,China,White
5997,36.0,Female,PhD,Research Scientist,12.0,170000.0,Canada,Black
2077,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,Canada,Asian
4583,35.0,Female,Master's Degree,Senior HR Generalist,8.0,80000.0,Canada,Black
6323,31.0,Female,Bachelor's Degree,Junior Sales Representative,3.0,40000.0,USA,Hispanic
3088,36.0,Female,Master's Degree,Senior Software Engineer,14.0,141090.0,UK,Mixed
5803,28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0,UK,White
3348,42.0,Male,Master's Degree,Product Manager,14.0,180000.0,Australia,White
5975,24.0,Female,High School,Receptionist,0.0,25000.0,China,Chinese
2799,31.0,Male,Bachelor's Degree,Back end Developer,8.0,100679.0,China,Chinese
920,24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,Canada,White
1648,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Australia,Asian
5125,39.0,Female,Master's Degree,Marketing Manager,12.0,150000.0,Canada,Asian
5129,27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,USA,Hispanic
4981,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,USA,White
5435,41.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,Canada,Asian
4624,32.0,Male,Master's Degree,Director of HR,6.0,95000.0,UK,Welsh
366,31.0,Female,Bachelor's,Junior Financial Analyst,3.0,50000.0,Canada,Black
3290,28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,USA,African American
2127,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,Canada,Asian
4126,28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,USA,White
4572,32.0,Male,Master's Degree,Director of HR,6.0,95000.0,Australia,Asian
527,30.0,Female,PhD,Data Scientist,7.0,185000.0,Canada,White
4824,36.0,Male,PhD,Senior Research Scientist,11.0,135000.0,UK,Mixed
55,36.0,Male,Bachelor's,Sales Manager,9.0,95000.0,China,Korean
640,26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,Canada,Black
304,33.0,Female,Bachelor's,Junior Marketing Manager,5.0,70000.0,UK,Mixed
2768,41.0,Female,PhD,Director of Data Science,16.0,200000.0,China,Korean
1278,45.0,Male,PhD,Senior Project Engineer,14.0,185000.0,Australia,Asian
4723,35.0,Male,PhD,Senior Research Scientist,10.0,130000.0,USA,African American
2057,30.0,Female,Master's Degree,Front end Developer,5.0,105000.0,USA,African American
5380,29.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,Canada,White
5148,27.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,Canada,Black
4435,35.0,Female,Master's Degree,Human Resources Manager,8.0,92000.0,China,Korean
3647,42.0,Male,PhD,Data Scientist,12.0,130000.0,Australia,White
4146,28.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,41000.0,China,Chinese
2880,26.0,Female,Master's Degree,Front end Developer,2.0,65840.0,Canada,Black
4205,33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,UK,Asian
5178,26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,UK,White
2288,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,China,Chinese
2263,36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,Canada,Asian
5243,29.0,Female,Bachelor's Degree,Digital Marketing Specialist,3.0,60000.0,Canada,White
2298,30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,China,Chinese
1755,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0,Canada,White
5200,26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,UK,Asian
1970,30.0,Female,Master's Degree,Front end Developer,5.0,105000.0,UK,Asian
5810,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0,China,Korean
3119,38.0,Female,Bachelor's Degree,Senior Project Engineer,13.0,131860.0,China,Chinese
2395,30.0,Male,High School,Senior Project Engineer,11.0,103947.0,Australia,Asian
525,33.0,Female,Master's,Product Manager,11.0,198000.0,UK,Mixed
5528,31.0,Female,PhD,Data Scientist,8.0,140000.0,China,White
3903,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,China,Korean
6640,28.0,Male,PhD,Sales Representative,4.0,55000.0,UK,Welsh
4702,29.0,Female,Bachelor's Degree,Junior Marketing Manager,3.0,55000.0,UK,Mixed
5589,25.0,Male,Bachelor's Degree,Product Manager,1.0,55000.0,Canada,White
5901,26.0,Male,Bachelor's Degree,Product Designer,1.0,50000.0,Canada,White
3124,42.0,Male,Bachelor's Degree,Back end Developer,18.0,150901.0,UK,Welsh
4159,40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0,Australia,Australian
1971,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,USA,White
673,33.0,Female,Master's,Product Manager,11.0,198000.0,USA,Hispanic
4191,29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,China,Korean
668,31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,China,Korean
6462,24.0,Male,High School,Sales Associate,1.0,35000.0,Australia,Australian
1889,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,China,Chinese
3269,23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,Canada,Asian
282,47.0,Male,Master's,Director of Marketing,19.0,170000.0,Canada,White
1721,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0,UK,Welsh
2949,26.0,Female,Master's Degree,Front end Developer,3.0,73218.0,USA,Hispanic
4458,28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,37000.0,China,White
901,27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,Australia,White
6493,29.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0,USA,White
762,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,UK,Asian
1908,29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,Australia,Asian
4045,36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,China,Korean
3826,28.0,Female,High School,Junior Sales Associate,1.0,30000.0,China,Chinese
4141,41.0,Male,PhD,Data Scientist,13.0,138000.0,China,Korean
3821,29.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,Canada,Asian
4303,26.0,Male,High School,Junior Sales Associate,1.0,26000.0,Canada,Asian
5573,27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0,USA,Hispanic
2595,30.0,Female,Master's Degree,Senior Project Engineer,5.0,100425.0,UK,White
4167,50.0,Male,PhD,Data Scientist,23.0,225000.0,USA,Hispanic
3033,36.0,Male,Master's Degree,Full Stack Engineer,11.0,138859.0,Canada,White
3582,24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0,China,Chinese
2834,30.0,Female,Master's Degree,Full Stack Engineer,5.0,102828.0,Australia,White
5453,29.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,UK,Mixed
3475,29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,China,White
137,30.0,Female,Bachelor's,Junior Marketing Manager,4.0,50000.0,Canada,White
4895,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,Australia,Asian
2182,29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,USA,Hispanic
2130,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,UK,White
3180,28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,China,White
4857,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0,Canada,Black
4640,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0,Canada,White
5118,24.0,Female,High School,Sales Associate,1.0,30000.0,Australia,White
5832,32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0,USA,Hispanic
4264,32.0,Female,Master's Degree,Software Developer,8.0,95000.0,USA,White
4347,35.0,Female,Bachelor's Degree,Human Resources Manager,8.0,92000.0,Canada,Asian
1333,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,China,Korean
2019,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,USA,African American
4545,28.0,Female,Bachelor's Degree,Junior HR Generalist,3.0,50000.0,Australia,Australian
2484,34.0,Male,Master's Degree,Full Stack Engineer,12.0,160976.0,China,White
1360,41.0,Male,PhD,Senior Project Engineer,12.0,165000.0,Australia,Australian
1331,28.0,Female,Bachelor's Degree,Front end Developer,2.0,70000.0,UK,Mixed
6600,37.0,Male,Bachelor's Degree,Sales Representative,7.0,90000.0,China,Korean
2152,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,Australia,White
4533,40.0,Female,PhD,Director of HR,13.0,125000.0,USA,White
2124,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,UK,Asian
4676,29.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,55000.0,Canada,White
3984,36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0,USA,Asian
1254,29.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,UK,Mixed
3281,26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,UK,White
3377,34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,USA,Hispanic
2816,28.0,Male,Bachelor's Degree,Back end Developer,4.0,72389.0,Canada,White
4722,29.0,Female,Bachelor's Degree,Junior Marketing Manager,3.0,55000.0,USA,Hispanic
1850,36.0,Male,Master's Degree,Back end Developer,9.0,150000.0,UK,Welsh
4861,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0,Australia,White
3039,43.0,Male,Master's Degree,Full Stack Engineer,20.0,167924.0,UK,Asian
390,25.0,Female,Master's,Data Analyst,1.0,100000.0,Australia,Australian
236,37.0,Female,Bachelor's,Senior Financial Analyst,9.0,100000.0,UK,Welsh
1079,25.0,Female,Bachelor's,Data Analyst,2.0,100000.0,Canada,Asian
1986,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,Canada,Asian
4366,51.0,Male,PhD,Data Scientist,24.0,240000.0,Canada,White
3965,33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0,USA,White
772,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,Canada,White
2167,27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0,UK,White
4536,29.0,Male,Master's Degree,Senior HR Generalist,4.0,70000.0,USA,Hispanic
675,27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,USA,Asian
250,30.0,Female,Bachelor's,Junior Marketing Coordinator,2.0,40000.0,USA,White
1576,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Canada,Asian
3422,35.0,Male,Bachelor's Degree,Web Developer,6.0,80000.0,USA,White
2083,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,UK,Asian
1825,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0,China,Chinese
6193,25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0,USA,African American
6405,41.0,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000.0,China,Chinese
4547,29.0,Female,Bachelor's Degree,Web Developer,3.0,60000.0,Australia,Asian
5569,26.0,Male,Bachelor's Degree,Product Designer,2.0,50000.0,Canada,Black
718,28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,Canada,White
5966,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0,UK,Mixed
6651,43.0,Female,Master's Degree,Digital Marketing Manager,15.0,150000.0,Canada,White
2050,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,USA,African American
5268,27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,UK,White
4181,30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,Australia,Asian
4812,28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,52000.0,Canada,Black
2726,27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,Canada,Black
6048,40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0,China,Korean
1462,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,China,Korean
1670,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0,China,White
2758,26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,Australia,Australian
2002,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,Australia,White
4574,39.0,Male,Master's Degree,Senior HR Generalist,11.0,100000.0,Australia,White
4616,26.0,Male,Bachelor's Degree,Junior HR Coordinator,2.0,38000.0,Canada,White
406,27.0,Male,PhD,Data Scientist,2.0,115000.0,UK,Asian
386,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,USA,African American
6009,31.0,Male,PhD,Data Scientist,7.0,110000.0,Canada,White
2154,27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,Australia,Australian
1635,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Canada,Asian
6133,26.0,Female,Master's Degree,Software Engineer,2.0,75000.0,China,Korean
5584,31.0,Female,PhD,Data Scientist,8.0,140000.0,UK,Mixed
4787,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0,China,White
3928,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Australia,White
5340,34.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,China,Korean
4161,29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,Australia,Asian
4951,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,UK,Asian
5362,25.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,Australia,Asian
224,28.0,Male,Bachelor's,Junior Financial Analyst,2.0,40000.0,Australia,Australian
2195,31.0,Male,Bachelor's Degree,Back end Developer,6.0,95000.0,China,Chinese
3139,26.0,Male,Bachelor's Degree,Software Engineer,2.0,60000.0,Canada,White
4472,45.0,Male,Master's Degree,Marketing Manager,20.0,204000.0,UK,Asian
1826,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,China,Korean
6149,27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0,China,Chinese
5127,31.0,Female,PhD,Research Scientist,8.0,120000.0,Canada,White
4975,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,Canada,Black
799,28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,UK,Mixed
2873,28.0,Female,Bachelor's Degree,Senior Project Engineer,3.0,70397.0,Australia,White
9,38.0,Male,PhD,Senior Scientist,10.0,110000.0,Australia,Australian
1946,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,USA,African American
1840,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,Australia,Australian
4807,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0,USA,Asian
256,34.0,Female,Master's,Senior Financial Advisor,6.0,100000.0,Australia,Australian
5717,39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0,Canada,White
4488,28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,37000.0,UK,White
6030,28.0,Male,Bachelor's Degree,Marketing Analyst,3.0,70000.0,UK,Welsh
1583,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,UK,Mixed
2958,31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,108267.0,UK,Welsh
926,26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,Australia,Australian
5924,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0,Australia,Australian
2510,30.0,Male,Master's Degree,Front end Developer,8.0,107895.0,Canada,White
5027,24.0,Female,High School,Sales Associate,1.0,30000.0,USA,African American
5324,27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,UK,White
3778,26.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,USA,Hispanic
4838,32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0,Canada,White
4139,34.0,Male,Bachelor's Degree,Software Engineer,6.0,85000.0,Canada,White
4967,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,UK,White
2781,36.0,Male,Bachelor's Degree,Front end Developer,12.0,137878.0,Australia,Asian
541,25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,China,Korean
2747,32.0,Male,Master's Degree,Product Manager,7.0,110000.0,Canada,Asian
